NR_ZONA;NR_SECAO;NM_VOTAVEL;QT_VOTOS;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO
1;114;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LA SALLE;SGAS 906  CONJUNTO E LOTE 06
14;88;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 410 NORTE;SQN 410 A/E
8;328;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 07 ( CEF 35 );EQNN 01/03
13;35;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 111;QS 111 AREA ESPECIAL 10
8;937;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 07;EQNM 05/07
6;186;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL COND ESTANCIA III;MODULO 01 RUA 01/16-ESTANCIA III
1;154;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 405 SUL;SQS 405 AREA ESPECIAL
18;122;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO PRESBITERIANO MACKENZIE;SHIS QI 05 CHACARA 74/79
20;131;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 47;EQNP 22/26
18;264;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL SAO FRANCISCO - CHICAO;QUADRA 17, LOTE 100, AREA ESPECIAL
5;234;WELLINGTON LUIZ DE SOUZA SILVA;2;FACULDADE PROJECAO;Q 04  AREA S/N
1;176;WELLINGTON LUIZ DE SOUZA SILVA;2;CEM SETOR LESTE;SGAS 611/612 CONJUNTO E
9;306;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 4;QE 09 AE D
19;91;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL N 4;EQNG 06/07 AE 20
1;619;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA PARQUE 313/314 SUL;EQS 313/314 AREA ESPECIAL
11;146;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO SOMA;SHCES Q 609, LOTE 01, CRUZEIRO NOVO
18;204;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MODELO DE SAO SEBASTIAO;RUA 9 QUADRA 01 CONJUNTO A CHACARA 07 VILA NOVA
19;249;WELLINGTON LUIZ DE SOUZA SILVA;2;FACULDADE PROJECAO;AREA ESPECIAL 4 E 5, SETOR C NORTE (QNC)
1;120;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LA SALLE;SGAS 906  CONJUNTO E LOTE 06
1;709;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 05 DE BRASILIA;SQS 408 AREA ESPECIAL
17;223;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 10;EQ 10/21 AREA ESPECIAL SETOR OESTE
5;224;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 08;AR 03 LOTE 04 AREA ESP. ST OESTE
18;179;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARIA IMACULADA;SHIS QI 05 CHACARA 72
8;729;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 10;EQNM 02/04
18;255;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA MASTER II;QUADRA 25 LOTE 01/04 VILA SAO JOSE
1;539;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 416 SUL;SQS 416 AREA ESPECIAL
2;282;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE GRANJA DO TORTO;AE S/N GRANJA DO TORTO
18;439;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO DIGITAL;PRACA DE ATIVIDADES PA 02, LOTE 04, JARDIM MANGUEIRAL
1;542;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA DE BRASILIA;SGAS 609 MODULO A
18;356;WELLINGTON LUIZ DE SOUZA SILVA;2;ESG ESCOLA SUPERIOR DE GUERRA;SHJB 3, AV. DAS PAINEIRAS, QD 07, LT E/F, BL E - JARDIM BOTANICO - DF
16;423;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL N. 01;PIQ( PROGRAMA DE INTEGRACAO DE QUADRAS) Q. 06 LT. 02, SETOR VEREDAS
5;116;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 04;QUADRA 15 AREA ESPECIAL 2
21;334;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 404 DO RECANTO DAS EMAS;QD 404 CONJUNTO 09 LOTE 01
5;55;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 03;QUADRA 6 AREA ESPECIAL 3
4;288;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 100 DE SANTA MARIA;QR 100 - CONJUNTO T - AREA ESPECIAL 01
19;224;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO JESUS MARIA JOSE;QNG 40 AREA ESPECIAL 5/6
15;351;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
17;142;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF 11;QUADRA 1 A.E. S.SUL
14;224;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
5;400;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 16 DE SOBRADINHO - NOVA COLINA;CONDOMINIO NOVO SETOR DE MANSOES - AREA ESPECIAL
3;424;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL N 07;EQNM 36/38 AREA ESPECIAL
20;112;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 06;QNP 16  A.E
15;361;WELLINGTON LUIZ DE SOUZA SILVA;2;CILT - CENTRO INTERESCOLAR DE LINGUAS DE TAGUATINGA;QSB 02/03 AREA ESPECIAL N 03/04
14;115;WELLINGTON LUIZ DE SOUZA SILVA;2;IESB - INSTITUTO DE EDUCACAO SUPERIOR DE BRASILIA;SGAN 609 MODULO D
18;387;WELLINGTON LUIZ DE SOUZA SILVA;2;CAIC UNESCO;QUADRA 05 CONJ.A AREA ESPECIAL 1
10;65;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 02 DA CANDANGOLANDIA;EQ 02/03  AE - CANDANGOLANDIA
9;429;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA TECNICA DO GUARA - CEPAG / GUARA II;EQE 19/17 - LOTE A - GUARA II
15;384;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA - AGUAS CLARAS;RUA TAMBORIL LOTE 1
9;218;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO ESPECIAL 1;QE 20 LT A AREA ESPECIAL
15;564;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO IDEAL;AVENIDA JEQUITIBA N. 325
17;209;WELLINGTON LUIZ DE SOUZA SILVA;2;CED 08 - CENTRO EDUCACIONAL 08;E Q 4/10 A.E.SETOR SUL
1;635;WELLINGTON LUIZ DE SOUZA SILVA;2;CEM SETOR LESTE;SGAS 611/612 CONJUNTO E
21;22;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;QD 405 CONJUNTO 15 LOTE 01 AE
5;19;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 01;QUADRA 04 AREA ESPECIAL 4
20;139;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 47;EQNP 22/26
16;31;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 61;QNQ 4 LOTE A SETOR Q
18;383;WELLINGTON LUIZ DE SOUZA SILVA;2;CAIC UNESCO;QUADRA 05 CONJ.A AREA ESPECIAL 1
4;555;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE  215 DE SANTA MARIA;CL 215 LOTE A
15;340;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO LEONARDO DA VINCI;QS 03 RUA 420 LOTE 02
17;62;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 02;LOTE 27/36 A.E. S.CENTRAL LADO OESTE
3;568;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 50;EQNL 02/04 AREA ESPECIAL
15;181;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENS MEDIO N 3;QSE 05 AREA ESPECIAL N 14
2;171;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DARCY RIBEIRO;QUADRA 31 CJ. F  AREA ESPECIAL
6;197;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE  MESTRE DARMAS;DF 130 DF 150 KM 18 VALE DO AMANHECER
8;721;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 36;EQNP 05/09
18;323;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO PRESBITERIANO MACKENZIE;SHIS QI 05 CHACARA 74/79
13;585;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 431;QS 431 AE 01
9;427;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE VILA ESTRUTURAL;PRACA CENTRAL
9;205;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 1;QE 4 AE J
9;166;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 5;EQ 32/34 LT B - AE
2;306;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO INDI BIBIA;SHIN QI 3 CONJUNTO D A.E
18;43;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE CERAMICA DA BENCAO;RUA DA GAMELEIRA 331 CENTRO
13;506;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 120;QN 120/122 CONJUNTO 04 LOTE 01
11;215;WELLINGTON LUIZ DE SOUZA SILVA;2;CANDANGUINHO - PUERI (ATUAL MAPLE BEAR );EQSW 303/304, SETOR SUDOESTE
1;90;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA ENSINO MEDIO;SGAS 615 O C
11;21;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 01;SRES Q 01, LOTE 05, AREA ESPECIAL, CRUZEIRO VELHO
6;65;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 02;AV. SAO PAULO QD 52 LOTE B
20;50;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 25;EQNN 22/24
19;198;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF N 14;QNB 15 AREA ESPECIAL S/ N
1;214;WELLINGTON LUIZ DE SOUZA SILVA;2;CEJA ASA SUL C.E.S.A.S.;SGAS 602 PROJ D
10;83;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 1 DO RIACHO FUNDO I;QUADRA 14 LOTE A
2;323;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE CORA CORALINA;COND. ENTRELAGOS, ROD. DF 250, KM 02
18;167;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO NOSSA SENHORA DO E SOCORRO;SHIS EQL 06/08 CONJUNTO A1
5;48;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 03;QUADRA 5 AREA ESPECIAL 5
19;250;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO KAIROS (ANTIGO INSTITUTO EDUCACIONAL SAGARANA;COLONIA AGRICOLA VICENTE PIRES RUA 06 CH 255 LT 2/4
5;303;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE CORREGO DO ARROZAL;BR 020 KM 13/14 NUCLEO RURAL CORREGO DO ARROZAL
11;27;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCAO;SHCES Q. 309, LOTE 01, AREA ESPECIAL, CRUZEIRO NOVO
10;294;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE EDUCACAO INFANTIL DO RIACHO FUNDO II;QN 14A CONJ 07 AE 1/2
5;305;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 04;AR 10 CONJUNTO 09 LOTE 01
10;231;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE AGROVILA II;EPCT DF 001 - SENTIDO GAMA/TAGUAT-CAUB II -
3;573;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 42;EQNM 34/36 AREA ESPECIAL 01
3;518;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO N 5;QNJ 56 AREA ESPECIAL N. 16
14;375;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
9;101;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 8;EQ 13/15  AE B
14;406;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO PAULO FREIRE;SGAN 610 MODULO A
17;156;WELLINGTON LUIZ DE SOUZA SILVA;2;CED 08 - CENTRO EDUCACIONAL 08;E Q 4/10 A.E.SETOR SUL
18;139;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 104;QUADRA 104 CJ. 01 LOTE 01 BAIRRO RESIDENCIAL OESTE SAO SEBASTIAO
15;155;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF N 3;EQSA 25/24 QSD 09/11 AREA ESPECIAL S/ N
15;144;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENS MEDIO N 3;QSE 05 AREA ESPECIAL N 14
21;85;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 507 DE SAMAMBAIA;QR 507 CONJUNTO 07 LOTE 1
6;263;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL ARAPOANGA;AREA ESPECIAL COND. ARAPOANGA
3;367;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 41;EQNL 13/15 AREA ESPECIAL 01
18;358;WELLINGTON LUIZ DE SOUZA SILVA;2;ESG ESCOLA SUPERIOR DE GUERRA;SHJB 3, AV. DAS PAINEIRAS, QD 07, LT E/F, BL E - JARDIM BOTANICO - DF
9;348;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 02 - VILA ESTRUTURAL;QD 03 CJ A AE 06 - VILA ESTRUTURAL
3;418;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL N 07;EQNM 36/38 AREA ESPECIAL
10;46;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO URSO BRANCO;3  AVENIDA AREA ESPECIAL 04 - NCLEO BANDEIRANTE 
11;227;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO CIMAN;SH/AOS ENTRE AREAS 01/04, LOTE 08, OCTOGONAL
14;194;WELLINGTON LUIZ DE SOUZA SILVA;2;UNICEUB;SEPN 707/907
17;10;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO INTERESCOLAR DE LINGUAS - CIL;E Q 16/18  A E  SETOR CENTRAL TEL 484 8226
15;513;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO UNIVERSITARIO EURO AMERICANO - UNIEURO;AVENIDA CASTANHEIRAS LOTE 370
16;474;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL- INCRA 08;ZR - DF 070, DF 180 - ALEXANDRE GUSMAO
15;285;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE VILA AREAL;QS 06 CONJUNTO 430
9;252;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO OBJETIVO DO GUARA;QE 38 AREA ESPECIAL 8 LOTE C
8;784;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 20;EQNN 02/04                                        
5;123;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 04;QUADRA 15 AREA ESPECIAL 2
19;70;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO TAGUATINGA NORTE;QNC AREA PARA ESCOLA 01/03
18;164;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO NOSSA SENHORA DO E SOCORRO;SHIS EQL 06/08 CONJUNTO A1
4;513;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 01 - PORTO RICO;QUADRA 17 - LOTE 14-C - 3 ETAPA - CONDOMINIO PORTO RICO
9;435;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 5;EQ 32/34 LT B - AE
1;235;WELLINGTON LUIZ DE SOUZA SILVA;2;UDF;SEPS 704/904 CONJUNTO A
17;69;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF 10;EQ 16/26 E 19/22 A.E. S.OESTE
2;293;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO COC LAGO NORTE;SHIN QL 9/11- AE S/N  LOTE B
11;25;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCAO;SHCES Q. 309, LOTE 01, AREA ESPECIAL, CRUZEIRO NOVO
21;346;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL 308 DO RECANTO DAS EMAS;QD 308 AE 1 CONJUNTO 12
9;367;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO PROJECAO;QE 20 AREA ESPECIAL E
13;250;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 312;QS 312  CONJUNTO 05 LOTE 01
15;462;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO MARISTA - AGUAS CLARAS;RUA TAMBORIL LOTE 1
8;687;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 35;EQNP 13/09 - SETOR P NORTE
10;200;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 1;AV CONTORNO AE 07 -NCLEO BANDEIRANTE 
5;142;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 05;QUADRA 9 AREA ESPECIAL 05
5;208;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 07;AR 13 CONJUNTO 05 LOTE 01
13;178;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 312;QS 312  CONJUNTO 05 LOTE 01
5;24;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 01;QUADRA 04 AREA ESPECIAL 4
19;74;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO TAGUATINGA NORTE;QNC AREA PARA ESCOLA 01/03
17;238;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 10;EQ 10/21 AREA ESPECIAL SETOR OESTE
21;154;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 510 DE SAMAMBAIA;QN 510 CONJUNTO 07 LOTE 1 AE
21;57;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 115 DO RECANTO DAS EMAS;QUADRA 115 CONJUNTO 7-C LOTE 1 AREA ESPECIAL
17;141;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF 11;QUADRA 1 A.E. S.SUL
19;185;WELLINGTON LUIZ DE SOUZA SILVA;2;CEF N 11;CND 05 AREA ESPECIAL - PRACA DO BICALHO
4;591;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL SANTOS DUMONT;AVENIDA S/N - RESIDENCIAL SANTOS DUMONT- SANTA MARIA
3;300;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO N 5;QNJ 56 AREA ESPECIAL N. 16
3;397;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 16;QNL 22  AE 24
13;123;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE EDUCACAO INFANTIL 210;QN 210 AE - SAMAMBAIA NORTE
15;149;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE EDUCACAO INFANTIL N 04 (ESCOLA CLASSE N 23);ECNA 01/02 AREA ESPECIAL S/ N
5;323;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 03;QUADRA 6 AREA ESPECIAL 3
5;200;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 07;AR 13 CONJUNTO 05 LOTE 01
1;51;WELLINGTON LUIZ DE SOUZA SILVA;2;CEJA ASA SUL C.E.S.A.S.;SGAS 602 PROJ D
14;202;WELLINGTON LUIZ DE SOUZA SILVA;2;UNICEUB;SEPN 707/907
3;645;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE N 53;QNL 16  VIA 02 LOTE 1
6;3;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE PARANA;EQ 01/02 LOTE H-SRL
17;255;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO INTERESCOLAR DE LINGUAS - CIL;E Q 16/18  A E  SETOR CENTRAL TEL 484 8226
17;183;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 15;QUADRA 02 AREA ESPECIAL SETOR NORTE
11;24;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCAO;SHCES Q. 309, LOTE 01, AREA ESPECIAL, CRUZEIRO NOVO
5;302;WELLINGTON LUIZ DE SOUZA SILVA;2;FACULDADE PROJECAO;Q 04  AREA S/N
21;168;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS;QD. 101 CONJ. 10B LOTES 1/2 RECANTO DAS EMAS
14;377;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL SIGMA;SGAN 910 O E
5;328;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 10;QUADRA 02 CONJUNTO B/C LOTE E
16;501;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 08;Q. 04 LOTE 01
18;134;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 104;QUADRA 104 CJ. 01 LOTE 01 BAIRRO RESIDENCIAL OESTE SAO SEBASTIAO
15;18;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA TECNICA DE BRASILIA;QS 07 LOTE 02/08 - AVENIDA AGUAS CLARAS - VILA AREAL
2;418;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL DO LAGO NORTE;SHIN CA 02 LOTE 24 LAGO NORTE
10;52;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO URSO BRANCO;3  AVENIDA AREA ESPECIAL 04 - NCLEO BANDEIRANTE 
21;284;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 802 DO RECANTO DAS EMAS;QD 802  CONJ 21 AE 01 RECANTO DAS EMAS
6;9;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE PARANA;EQ 01/02 LOTE H-SRL
16;195;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 31 (ANTIGO CE 17 E 53);EQNO 17 CONJUNTO H LOTE 02 - EXPANSAO SETOR O
10;12;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO LA SALLE;2 AVENIDA  AREA ESPECIAL 11 - NCLEO BANDEIRANTE
13;570;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 121;QS 121 CONJUNTO 01 LOTE 01
15;618;WELLINGTON LUIZ DE SOUZA SILVA;2;FACULDADE PROCESSUS - CAMPUS II;AVENIDA ARAUCARIAS N. 4400
8;640;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 28;EQNN 17/19                                               
18;135;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 104;QUADRA 104 CJ. 01 LOTE 01 BAIRRO RESIDENCIAL OESTE SAO SEBASTIAO
18;117;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO 01 - CENTRAO;QUADRA 202/203 AREA ESPECIAL -RESIDENCIAL OESTE
21;209;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 206 DO RECANTO DAS EMAS;QD 206 CONJUNTO 02 LOTE 02
5;310;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 08;AR 03 LOTE 04 AREA ESP. ST OESTE
16;153;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 31;EQNO 09/11 - SETOR O
13;411;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO EDUCACIONAL MYRIAM ERVILHA;DF 280 KM 14 - SAMAMBAIA
15;611;WELLINGTON LUIZ DE SOUZA SILVA;2;COLEGIO CEAV JR;RUA MANACA, LOTE 2, LOJA 01 A 14
11;140;WELLINGTON LUIZ DE SOUZA SILVA;2;CASA THOMAS JEFFERSON;SHCSW/EQSW 301/302, LOTE 02, SETOR SUDOESTE
1;121;WELLINGTON LUIZ DE SOUZA SILVA;2;CEM ELEFANTE BRANCO;SGAS 708/908 MODULOS 25/26 AREA ESPECIAL - ALA SUL
18;52;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL CERAMICA SAO PAULO;RUA 01, LT 101, SETOR TRADICIONAL
6;381;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 11;EQ 4/5 SETOR RESIDENCIAL NORTE
9;174;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 5;EQ 32/34 LT B - AE
4;538;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO FUNDAMENTAL 316 DE SANTA MARIA;CL 316 LOTE 1-A
3;298;WELLINGTON LUIZ DE SOUZA SILVA;2;CENTRO DE ENSINO MEDIO N 5;QNJ 56 AREA ESPECIAL N. 16
9;266;WELLINGTON LUIZ DE SOUZA SILVA;2;ESCOLA CLASSE 3;QE 7 LT J AREA ESPECIAL
14;403;WELLINGTON LUIZ DE SOUZA SILVA;2;CEAN - CENTRO DE ENSINO MEDIO ASA NORTE;SGAN 606 MODULO G/H
14;164;WELLINGTON LUIZ DE SOUZA SILVA;2;SIGMA (ANTIGO INEI);SGAN 606 A/E MODULO A
