NR_ZONA;NR_SECAO;NM_VOTAVEL;QT_VOTOS;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO
15;134;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 11;QSE 12/14  AE S/N
9;115;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 3;EQ 17/19 AE A
13;1;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 404;QS 404 AREA ESPECIAL 01
4;578;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 310 DE SANTA MARIA;CL 310 - CONJ H - AREA ESPECIAL
9;125;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 3;EQ 17/19 AE A
3;412;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 42;EQNM 34/36 AREA ESPECIAL 01
13;393;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL MYRIAM ERVILHA;DF 280 KM 14 - SAMAMBAIA
1;91;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO MARISTA ENSINO MEDIO;SGAS 615 O C
19;37;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE VICENTE PIRES;COLONIA AGRICOLA VICENTE PIRES - AREA ESPECIAL N 01
3;357;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 19;EQNL 10/12 AREA ESPECIAL 01
4;439;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 209 DE SANTA MARIA;CL 209 LOTE 1-A
18;125;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO PRESBITERIANO MACKENZIE;SHIS QI 05 CHACARA 74/79
20;57;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 25;EQNN 22/24
13;544;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 121;QS 121 CONJUNTO 01 LOTE 01
5;347;WELLINGTON LUIZ DE SOUZA SILVA;4;UNIPROJECAO;ST.DE IND. DE SOB., QUADRA 02, RUA B, LOTES 01 A 06
13;526;WELLINGTON LUIZ DE SOUZA SILVA;4;CAIC AYRTON SENNA;QR 117 SETOR URBANO
15;374;WELLINGTON LUIZ DE SOUZA SILVA;4;CEF N 3;EQSA 25/24 QSD 09/11 AREA ESPECIAL S/ N
11;243;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CANADENSE DE BRASILIA ( ANTIGA MAPLE BEAR );SIG QUADRA 08, LOTE 2225, PARTE F, SIG
15;395;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO UNIVERSITARIO EURO AMERICANO - UNIEURO;AVENIDA CASTANHEIRAS LOTE 370
4;428;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE  215 DE SANTA MARIA;CL 215 LOTE A
9;268;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO ESPECIAL 1;QE 20 LT A AREA ESPECIAL
15;326;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
16;513;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 27;QNR 01 AREA ESPECIAL03
17;377;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 03 DO GAMA;E Q 6/11 A. E.S.LESTE
15;112;WELLINGTON LUIZ DE SOUZA SILVA;4;CEMAB - CENTRO DE ENSINO MEDIO AVE BRANCA;QSA 03/05 AREA ESPECIAL
13;476;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO 304;QR 304 CONJUNTO 04 LOTE 01
19;220;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 12;QNH 06 AREA ESPECIAL
19;305;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO KAIROS (ANTIGO INSTITUTO EDUCACIONAL SAGARANA;COLONIA AGRICOLA VICENTE PIRES RUA 06 CH 255 LT 2/4
15;524;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO LEONARDO DA VINCI;QS 03 RUA 420 LOTE 02
10;315;WELLINGTON LUIZ DE SOUZA SILVA;4;INSTITUTO FEDERAL DE BRASILIA - CAMPUS RIACHO FUNDO;AVENIDA CEDRO, AE 15, QS 16, FAZENDA SUCUPIRA- RIACHO FUNDO I
5;343;WELLINGTON LUIZ DE SOUZA SILVA;4;UNIPROJECAO;ST.DE IND. DE SOB., QUADRA 02, RUA B, LOTES 01 A 06
14;230;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
18;19;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASILIA;SHIS QI 15 AREA ESPECIAL 02 - LAGO SUL, BRASILIA - DF
13;418;WELLINGTON LUIZ DE SOUZA SILVA;4;CAIC HELENA REIS;QR 409 AE 01
8;694;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 40;EQNP 11/07 - SETOR P NORTE
17;256;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL CASA GRANDE;N RURAL CASA GRANDE CH 16 SETOR DE CHACARAS NORTE
17;327;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 06 DO GAMA;EQ 02/07 A.E. S.LESTE
18;269;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL SAO BARTOLOMEU;AE QUADRA 02 CONJUNTO 03 LOTE 04
15;323;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 11;QSE 12/14  AE S/N
18;128;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO PRESBITERIANO MACKENZIE;SHIS QI 05 CHACARA 74/79
8;740;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 11;EQNM 06/08 
14;45;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
10;60;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL DA CANDANGOLANDIA;SPMS QR 1 CONJUNTO G LOTE 59 - CANDANGOLANDIA
13;542;WELLINGTON LUIZ DE SOUZA SILVA;4;CAIC HELENA REIS;QR 409 AE 01
19;148;WELLINGTON LUIZ DE SOUZA SILVA;4;FACULDADE PROJECAO;AREA ESPECIAL 4 E 5, SETOR C NORTE (QNC)
21;130;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 102  DO RECANTO DAS EMAS;QD 102 CONJ 03 A LOTE 01
10;89;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL METROPOLITANA;RUA 01 LOTE 06 METROPOLITANA
8;782;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 20;EQNN 02/04                                        
15;589;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO IDEAL - ENSINO MEDIO;AVENIDA ARARIBA, LOTE 1
3;393;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 16;QNL 22  AE 24
21;100;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 504 DE SAMAMBAIA;QN 504 CONJUNTO 09 AREA ESPECIAL 01
9;167;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 5;EQ 32/34 LT B - AE
20;123;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 46;EQNP 16/20
16;303;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 66;AV.CORREGO DAS CORUJAS S/N - SETOR HABITACIONAL SOL NASCENTE TRECHO 3
17;120;WELLINGTON LUIZ DE SOUZA SILVA;4;CEM 03;EQ 5/11 A.E. SETOR SUL
11;214;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO CIMAN;SH/AOS ENTRE AREAS 01/04, LOTE 08, OCTOGONAL
15;447;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO UNIVERSITARIO EURO AMERICANO - UNIEURO;AVENIDA CASTANHEIRAS LOTE 370
13;378;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 318;QN 318 CONJUNTO 04 LOTE 01
9;58;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 4;QE 12 AE A
20;83;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 33 (ANTIGA E.C. 44);QNP 12 A.E.
5;105;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 02;QUADRA 12 AREA ESPECIAL 5
5;294;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO SANTA RITA DE CASSIA;QUADRA 09 AREA ESPECIAL 02
6;396;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 15;ESTANCIA NOVA PLANALTINA QUADRA 01 AREA ESPECIAL
13;539;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO 412;QN 412 AREA ESPECIAL 01
5;331;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 12;QUADRA 01 AREA ESPECIAL SETOR DE INDUSTRIA
5;388;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 11;QUADRA 11 AREA ESPECIAL
13;484;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 419;QS 419 AE 01
6;159;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL NOSSA SENHORA DE FATIMA;AREA ESPECIAL 01 VNS DE FATIMA
8;669;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 39;EQNP 15/11 - SETOR P NORTE                         
13;293;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 318;QN 318 CONJUNTO 04 LOTE 01
10;234;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCATIVO PASSIONISTA A DA SANTA C;QN 05 AE 02 - RIACHO FUNDO I
3;362;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 19;EQNL 10/12 AREA ESPECIAL 01
21;150;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 401 DO RECANTO DAS EMAS;QD 401 AE CONJUNTO 08 LT 01
15;322;WELLINGTON LUIZ DE SOUZA SILVA;4;UNIPLAN -CENTRO UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL;AVENIDA PAU BRASIL, LOTE 2 - AGUAS CLARAS - DISTRITO FEDERAL
13;462;WELLINGTON LUIZ DE SOUZA SILVA;4;CAIC AYRTON SENNA;QR 117 SETOR URBANO
8;726;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 36;EQNP 05/09
2;252;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 01 DO VARJAO;QD. 07, CJ. D, LT. 02, AREA ESPECIAL, VARJ�O
19;169;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 15;QND 43 LT 23 AREA ESPECIAL
6;234;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 14;QD 13 CONJ A LT 01 BURITIS III
9;224;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 1;EQ 34/36 AE B
18;298;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA DAS NACOES;SHIS QI 21 AREA ESPECIAL CONJUNTO 01
10;35;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 1;AV CONTORNO AE 07 -NCLEO BANDEIRANTE 
2;82;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 04 DO PARANOA;QD 14 CJ F LT 01
9;347;WELLINGTON LUIZ DE SOUZA SILVA;4;FACULDADE PROJECAO- PERTO TERMINAL RODOVIARIO GUARA II;AREA ESPECIAL 10 LOTE C
9;236;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 10;QE 46 AE 05
3;643;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 55;QNL 28 AREA ESPECIAL 27
11;187;WELLINGTON LUIZ DE SOUZA SILVA;4;CASA THOMAS JEFFERSON;SHCSW/EQSW 301/302, LOTE 02, SETOR SUDOESTE
14;274;WELLINGTON LUIZ DE SOUZA SILVA;4;SIGMA (ANTIGO INEI);SGAN 606 A/E MODULO A
16;191;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 30;AREA ESPECIAL FRENTE MODULO 07 -  CONDOMINIO PRIVE
4;528;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 418 DE SANTA MARIA;E/Q 417/418 - 517/518 - LOTE 01
21;322;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 511 DE SAMAMBAIA;QR 511 AREA ESPECIAL 02 SAMAMBAIA-DF
15;461;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA ATUAL;QUADRA 204, LOTE 01
3;634;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE EDUCACAO INFANTIL 06;EQNL 17/19 AREA ESPECIAL
9;322;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 3;QE 7 LT J AREA ESPECIAL
13;22;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 403;QN 403/405  AREA ESPECIAL
20;133;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 47;EQNP 22/26
8;718;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO 20;EQNM 08/10                                            
8;666;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 05-(CEF 25);QNP 09 - SETOR P NORTE
15;120;WELLINGTON LUIZ DE SOUZA SILVA;4;CEF N 10;QSE 05/07 AREA ESPECIAL N 01
18;60;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL CERAMICA SAO PAULO;RUA 01, LT 101, SETOR TRADICIONAL
15;547;WELLINGTON LUIZ DE SOUZA SILVA;4;FACULDADE PROCESSUS - CAMPUS II;AVENIDA ARAUCARIAS N. 4400
15;332;WELLINGTON LUIZ DE SOUZA SILVA;4;UNIPLAN -CENTRO UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL;AVENIDA PAU BRASIL, LOTE 2 - AGUAS CLARAS - DISTRITO FEDERAL
5;232;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO SANTA RITA DE CASSIA;QUADRA 09 AREA ESPECIAL 02
6;191;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL JK;BR 020 MOD. 07 LOTES 16/19-COND. MESTRE DARMAS
3;349;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 04;EQNL 05/07 AREA ESPECIAL
5;132;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 04;QUADRA 15 AREA ESPECIAL 2
17;179;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL ENGENHO DAS LAJES;BR 060 KM 30 - RODOVIA BSB/GOIANIA
9;385;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL INFANTIL 01 DA VILA ESTRUTURAL;QUADRA 03 AE 01 SETOR NORTE
15;330;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
13;39;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 111;QS 111 AREA ESPECIAL 10
17;50;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO 02;LOTE 27/36 A.E. S.CENTRAL LADO OESTE
19;268;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO VITORIA REGIA - UNIDADE 1;RUA 6 CHACARA 274 VICENTE PIRES
13;42;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE EDUCACAO INFANTIL 210;QN 210 AE - SAMAMBAIA NORTE
13;573;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 318;QN 318 CONJUNTO 04 LOTE 01
6;156;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL NOSSA SENHORA DE FATIMA;AREA ESPECIAL 01 VNS DE FATIMA
20;4;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 52;EQNP 32/36
16;183;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO 09;EQNO 03/05 SETOR O
19;128;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 18;QND 12 LOTE 41 AREA ESPECIAL
17;253;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL CASA GRANDE;N RURAL CASA GRANDE CH 16 SETOR DE CHACARAS NORTE
21;297;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 511 DE SAMAMBAIA;QR 511 AREA ESPECIAL 02 SAMAMBAIA-DF
18;227;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE VILA NOVA;RUA 31 NUMERO 200 BAIRRO SAO JOSE
13;590;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 121;QS 121 CONJUNTO 01 LOTE 01
9;424;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO ROGACIONISTA - INFANTIL NUCLEO 01;EQ 34/34 LOTE D
8;798;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 02;EQNM 01/03
3;339;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE N 50;EQNL 02/04 AREA ESPECIAL
6;338;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL POMPILIO MARQUES DE SOUZA;COND. MESTRE DARMAS MOD 1 LOTE 13
5;344;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 04;AR 10 CONJUNTO 09 LOTE 01
6;224;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL DELTA;QUADRA 01 CONJ. F LOTES 21/31
9;105;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 8;EQ 13/15  AE B
18;211;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL SAO BARTOLOMEU;AE QUADRA 02 CONJUNTO 03 LOTE 04
19;36;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO DO SESI;QNF 24 AREA ESPECIAL S/N
9;41;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 4;QE 09 AE D
8;637;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO 10;EQNN 23/25                                               
10;228;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 2 DO RIACHO FUNDO II;QN 14 CONJUNTO D LOTE A
10;243;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL  VARGEM BONITA;NUCLEO HABIT. SUL-AE 01 LOT F-PROX  Q17  PARK WAY VARGEM BONITA 71750
10;240;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 1 DO RIACHO FUNDO II;QC 4 CONJ 18 LOTE 2
18;16;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL DO LAGO SUL - CEL;SHIS QI 09 AREA ESPECIAL
9;134;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 3;EQ 17/19 AE A
4;358;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL SANTOS DUMONT;AVENIDA S/N - RESIDENCIAL SANTOS DUMONT- SANTA MARIA
18;357;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO PRESBITERIANO MACKENZIE;SHIS QI 05 CHACARA 74/79
21;182;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS;QD 106 - AREA ESPECIAL
13;535;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE EDUCACAO INFANTIL 307;QR 307 CONJUNTO 08 AE 01
16;99;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 26 (ANTIGA EC 30);EQNO 5/7 - SETOR O
15;68;WELLINGTON LUIZ DE SOUZA SILVA;4;CEF N 8;QNA 52 AREA ESPECIAL S/ N
14;223;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL LEONARDO DA VINCI;SGAN 914 CONJUNTO I
15;412;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO LEONARDO DA VINCI;QS 03 RUA 420 LOTE 02
13;434;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 108;QS 108/110 AE 01
19;321;WELLINGTON LUIZ DE SOUZA SILVA;4;INSTITUTO EDUCACIONAL MONTESQUIEU;RUA 10 CH 323/1
15;96;WELLINGTON LUIZ DE SOUZA SILVA;4;CEMAB - CENTRO DE ENSINO MEDIO AVE BRANCA;QSA 03/05 AREA ESPECIAL
2;451;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 01 DO VARJAO;QD. 07, CJ. D, LT. 02, AREA ESPECIAL, VARJ�O
9;86;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 2;QE 7 AE Q
6;21;WELLINGTON LUIZ DE SOUZA SILVA;4;CAIC ASSIS CHATEAUBRIAND;AREA ESPECIAL 04 SRL
9;19;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 2;QE 2 AE A
6;305;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 04;SETOR EDUCACIONAL LOTE C/D
18;10;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL DO LAGO SUL - CEL;SHIS QI 09 AREA ESPECIAL
2;317;WELLINGTON LUIZ DE SOUZA SILVA;4;GINASIO DO CLUBE DO CONGRESSO - SEDE CAMPESTRE - LAGO NORTE;SHIN QL 16 S/N
21;123;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 308 DO RECANTO DAS EMAS;QD 308 AE 1 CONJUNTO 12
4;374;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 213 DE SANTA MARIA;CL 213 LOTE 01 - G
15;509;WELLINGTON LUIZ DE SOUZA SILVA;4;COLEGIO LEONARDO DA VINCI;QS 03 RUA 420 LOTE 02
10;173;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE EDUCACAO INFANTIL DO RIACHO FUNDO II;QN 14A CONJ 07 AE 1/2
8;754;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO 03;QNM 13  A.E
15;484;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA ATUAL;QUADRA 204, LOTE 01
20;218;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 13;EQNP 30/34
15;255;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 54 (CEF  N 18 - ESCOLA NORMAL);QSD 32 AREA P/ ESCOLA N 02
9;135;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL 3;EQ 17/19 AE A
8;903;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO 16;EQNM 22/24                                              
5;139;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 15;QUADRA 3 AREA ESPECIAL 1/2
14;355;WELLINGTON LUIZ DE SOUZA SILVA;4;UNB - PAVILHAO JOAO CALMON;CAMPUS UNIVERSITARIO DARCY RIBEIRO
15;225;WELLINGTON LUIZ DE SOUZA SILVA;4;CILT - CENTRO INTERESCOLAR DE LINGUAS DE TAGUATINGA;QSB 02/03 AREA ESPECIAL N 03/04
17;31;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 01 DO GAMA;EQ 1/2 A.E. SETOR NORTE
11;149;WELLINGTON LUIZ DE SOUZA SILVA;4;CASA THOMAS JEFFERSON;SHCSW/EQSW 301/302, LOTE 02, SETOR SUDOESTE
9;45;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO ENSINO MEDIO 01  DO GUARA - CEM (GG);QE 07 AE M
10;61;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL DA CANDANGOLANDIA;SPMS QR 1 CONJUNTO G LOTE 59 - CANDANGOLANDIA
17;358;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO ENSINO FUNDAMENTAL 04 DO GAMA;E Q 29/33  PR 03 A E. SETOR LESTE
5;29;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 15;QUADRA 3 AREA ESPECIAL 1/2
5;21;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO 01;QUADRA 04 AREA ESPECIAL 4
19;72;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO TAGUATINGA NORTE;QNC AREA PARA ESCOLA 01/03
16;506;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO MEDIO 12;QNP 13 - AREA ESPECIAL - SETOR P NORTE
17;118;WELLINGTON LUIZ DE SOUZA SILVA;4;CEM 03;EQ 5/11 A.E. SETOR SUL
21;138;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 510 DO RECANTO DAS EMAS / CENTRO DE ENSINO FUNDAMENT 511;QUADRA 511, CONJUNTO 11, EPC 2
13;473;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 303;QR 303 CONJUNTO 12
4;395;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE  215 DE SANTA MARIA;CL 215 LOTE A
19;85;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO EDUCACIONAL N 4;EQNG 06/07 AE 20
9;49;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO ENSINO MEDIO 01  DO GUARA - CEM (GG);QE 07 AE M
18;324;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 303;QD 303 CONJ 01 LOTE 34
19;183;WELLINGTON LUIZ DE SOUZA SILVA;4;CEF N 11;CND 05 AREA ESPECIAL - PRACA DO BICALHO
13;493;WELLINGTON LUIZ DE SOUZA SILVA;4;CENTRO DE ENSINO FUNDAMENTAL 120;QN 120/122 CONJUNTO 04 LOTE 01
4;521;WELLINGTON LUIZ DE SOUZA SILVA;4;ESCOLA CLASSE 116 DE SANTA MARIA;CL 116 LOTE 1-M
